Data,1,record,timestamp,1682905638000,ms,speed,4.46,m/s,cadence,63,rpm,temperature,25,C,distance,1091.27,m,grade,2.0,%,altitude,59.39999999999998,m,position_lat,29.54005996696651,degrees,position_long,119.38309994526207,degrees
Data,1,record,timestamp,1682905639000,ms,speed,4.506,m/s,cadence,63,rpm,temperature,25,C,distance,1095.53,m,grade,2.01,%,altitude,59.60000000000002,m,position_lat,29.54007999971509,degrees,position_long,119.3831399269402,degrees
Data,1,record,timestamp,1682905640000,ms,speed,4.54,m/s,cadence,63,rpm,temperature,25,C,distance,1100.55,m,grade,2.04,%,altitude,59.60000000000002,m,position_lat,29.540109923109412,degrees,position_long,119.38317999243736,degrees
Data,1,record,timestamp,1682905641000,ms,speed,4.553,m/s,cadence,63,rpm,temperature,25,C,distance,1104.32,m,grade,1.85,%,altitude,59.60000000000002,m,position_lat,29.540129955857992,degrees,position_long,119.38320999965072,degrees
Data,1,record,timestamp,1682905642000,ms,speed,4.526,m/s,cadence,62,rpm,temperature,25,C,distance,1109.19,m,grade,1.85,%,altitude,59.799999999999955,m,position_lat,29.540159963071346,degrees,position_long,119.38324998132885,degrees
Data,1,record,timestamp,1682905643000,ms,speed,4.563,m/s,cadence,62,rpm,temperature,25,C,distance,1114.78,m,grade,1.83,%,altitude,59.799999999999955,m,position_lat,29.5401899702847,degrees,position_long,119.38328996300697,degrees
Data,1,record,timestamp,1682905644000,ms,speed,4.65,m/s,cadence,63,rpm,temperature,25,C,distance,1119.15,m,grade,1.79,%,altitude,59.799999999999955,m,position_lat,29.54020991921425,degrees,position_long,119.3833299446851,degrees
Data,1,record,timestamp,1682905645000,ms,speed,4.653,m/s,cadence,64,rpm,temperature,25,C,distance,1123.49,m,grade,2.04,%,altitude,60.0,m,position_lat,29.540239926427603,degrees,position_long,119.38335995189846,degrees
Data,1,record,timestamp,1682905646000,ms,speed,4.673,m/s,cadence,64,rpm,temperature,25,C,distance,1128.84,m,grade,2.17,%,altitude,60.200000000000045,m,position_lat,29.540279991924763,degrees,position_long,119.38338995911181,degrees
Data,1,record,timestamp,1682905647000,ms,speed,4.653,m/s,cadence,64,rpm,temperature,25,C,distance,1133.21,m,grade,1.75,%,altitude,60.200000000000045,m,position_lat,29.54029994085431,degrees,position_long,119.38342994078994,degrees
Data,1,record,timestamp,1682905648000,ms,speed,4.71,m/s,cadence,64,rpm,temperature,25,C,distance,1137.72,m,grade,1.74,%,altitude,60.200000000000045,m,position_lat,29.540329948067665,degrees,position_long,119.38345994800329,degrees
Data,1,record,timestamp,1682905649000,ms,speed,4.693,m/s,cadence,64,rpm,temperature,25,C,distance,1142.6,m,grade,1.75,%,altitude,60.39999999999998,m,position_lat,29.54035995528102,degrees,position_long,119.38349992968142,degrees
Data,1,record,timestamp,1682905650000,ms,speed,4.716,m/s,cadence,64,rpm,temperature,25,C,distance,1147.61,m,grade,2.16,%,altitude,60.60000000000002,m,position_lat,29.540389962494373,degrees,position_long,119.38353999517858,degrees
Data,1,record,timestamp,1682905651000,ms,speed,4.663,m/s,cadence,64,rpm,temperature,25,C,distance,1152.12,m,grade,2.18,%,altitude,60.60000000000002,m,position_lat,29.540419969707727,degrees,position_long,119.3835699185729,degrees
Data,1,record,timestamp,1682905652000,ms,speed,4.666,m/s,cadence,63,rpm,temperature,25,C,distance,1157.58,m,grade,2.19,%,altitude,60.799999999999955,m,position_lat,29.54044997692108,degrees,position_long,119.38360998407006,degrees
Data,1,record,timestamp,1682905653000,ms,speed,4.613,m/s,cadence,63,rpm,temperature,25,C,distance,1161.63,m,grade,2.44,%,altitude,60.799999999999955,m,position_lat,29.540479984134436,degrees,position_long,119.38363999128342,degrees
Data,1,record,timestamp,1682905654000,ms,speed,4.563,m/s,cadence,62,rpm,temperature,25,C,distance,1166.14,m,grade,1.96,%,altitude,60.799999999999955,m,position_lat,29.54050999134779,degrees,position_long,119.38366999849677,degrees
Data,1,record,timestamp,1682905655000,ms,speed,4.396,m/s,cadence,61,rpm,temperature,25,C,distance,1171.72,m,grade,1.95,%,altitude,61.0,m,position_lat,29.540539998561144,degrees,position_long,119.3837099801749,degrees
Data,1,record,timestamp,1682905656000,ms,speed,4.313,m/s,cadence,62,rpm,temperature,25,C,distance,1175.98,m,grade,2.19,%,altitude,61.0,m,position_lat,29.540559947490692,degrees,position_long,119.38374996185303,degrees
Data,1,record,timestamp,1682905657000,ms,speed,4.38,m/s,cadence,63,rpm,temperature,25,C,distance,1180.35,m,grade,2.43,%,altitude,61.200000000000045,m,position_lat,29.540579980239272,degrees,position_long,119.38378994353116,degrees
Data,1,record,timestamp,1682905658000,ms,speed,4.566,m/s,cadence,64,rpm,temperature,25,C,distance,1185.23,m,grade,2.43,%,altitude,61.39999999999998,m,position_lat,29.540609987452626,degrees,position_long,119.38382992520928,degrees
Data,1,record,timestamp,1682905659000,ms,speed,4.61,m/s,cadence,66,rpm,temperature,25,C,distance,1190.24,m,grade,2.2,%,altitude,61.39999999999998,m,position_lat,29.540629936382174,degrees,position_long,119.38386999070644,degrees
Data,1,record,timestamp,1682905660000,ms,speed,4.55,m/s,cadence,66,rpm,temperature,25,C,distance,1194.74,m,grade,2.2,%,altitude,61.60000000000002,m,position_lat,29.54065994359553,degrees,position_long,119.3838999979198,degrees
Data,1,record,timestamp,1682905661000,ms,speed,4.49,m/s,cadence,66,rpm,temperature,25,C,distance,1198.63,m,grade,2.28,%,altitude,61.60000000000002,m,position_lat,29.540689950808883,degrees,position_long,119.38392992131412,degrees
Data,1,record,timestamp,1682905662000,ms,speed,4.53,m/s,cadence,64,rpm,temperature,25,C,distance,1204.21,m,grade,2.2,%,altitude,61.799999999999955,m,position_lat,29.540719958022237,degrees,position_long,119.38396998681128,degrees
Data,1,record,timestamp,1682905663000,ms,speed,4.556,m/s,cadence,63,rpm,temperature,25,C,distance,1208.71,m,grade,2.67,%,altitude,62.0,m,position_lat,29.54074996523559,degrees,position_long,119.38399999402463,degrees
Data,1,record,timestamp,1682905664000,ms,speed,4.573,m/s,cadence,64,rpm,temperature,25,C,distance,1212.97,m,grade,2.75,%,altitude,62.0,m,position_lat,29.54076999798417,degrees,position_long,119.38403997570276,degrees
Data,1,record,timestamp,1682905665000,ms,speed,4.636,m/s,cadence,64,rpm,temperature,25,C,distance,1217.99,m,grade,2.7,%,altitude,62.200000000000045,m,position_lat,29.540799921378493,degrees,position_long,119.38407995738089,degrees
Data,1,record,timestamp,1682905666000,ms,speed,4.75,m/s,cadence,64,rpm,temperature,25,C,distance,1223.01,m,grade,2.43,%,altitude,62.200000000000045,m,position_lat,29.540829928591847,degrees,position_long,119.38411993905902,degrees
Data,1,record,timestamp,1682905667000,ms,speed,4.84,m/s,cadence,65,rpm,temperature,25,C,distance,1228.47,m,grade,2.4,%,altitude,62.39999999999998,m,position_lat,29.5408599358052,degrees,position_long,119.38415992073715,degrees
Data,1,record,timestamp,1682905668000,ms,speed,4.806,m/s,cadence,65,rpm,temperature,25,C,distance,1232.24,m,grade,2.47,%,altitude,62.39999999999998,m,position_lat,29.54087996855378,degrees,position_long,119.3841899279505,degrees
Data,1,record,timestamp,1682905669000,ms,speed,4.596,m/s,cadence,65,rpm,temperature,25,C,distance,1236.29,m,grade,2.25,%,altitude,62.39999999999998,m,position_lat,29.540909975767136,degrees,position_long,119.38421993516386,degrees
Data,1,record,timestamp,1682905670000,ms,speed,4.5,m/s,cadence,64,rpm,temperature,25,C,distance,1241.75,m,grade,2.17,%,altitude,62.60000000000002,m,position_lat,29.54093998298049,degrees,position_long,119.38425991684198,degrees
Data,1,record,timestamp,1682905671000,ms,speed,4.433,m/s,cadence,64,rpm,temperature,25,C,distance,1246.12,m,grade,1.99,%,altitude,62.60000000000002,m,position_lat,29.540959931910038,degrees,position_long,119.38429998233914,degrees
Data,1,record,timestamp,1682905672000,ms,speed,4.556,m/s,cadence,64,rpm,temperature,25,C,distance,1251.14,m,grade,1.73,%,altitude,62.60000000000002,m,position_lat,29.540989939123392,degrees,position_long,119.38433996401727,degrees
Data,1,record,timestamp,1682905673000,ms,speed,4.573,m/s,cadence,65,rpm,temperature,25,C,distance,1256.49,m,grade,1.69,%,altitude,62.799999999999955,m,position_lat,29.54102992080152,degrees,position_long,119.38436997123063,degrees
Data,1,record,timestamp,1682905674000,ms,speed,4.64,m/s,cadence,65,rpm,temperature,25,C,distance,1261.37,m,grade,1.47,%,altitude,62.799999999999955,m,position_lat,29.541059928014874,degrees,position_long,119.38440995290875,degrees
Data,1,record,timestamp,1682905675000,ms,speed,4.673,m/s,cadence,65,rpm,temperature,25,C,distance,1266.38,m,grade,1.47,%,altitude,62.799999999999955,m,position_lat,29.541079960763454,degrees,position_long,119.38444993458688,degrees
Data,1,record,timestamp,1682905676000,ms,speed,4.646,m/s,cadence,64,rpm,temperature,25,C,distance,1271.3,m,grade,1.48,%,altitude,63.0,m,position_lat,29.541099993512034,degrees,position_long,119.38449997454882,degrees
Data,1,record,timestamp,1682905677000,ms,speed,4.643,m/s,cadence,64,rpm,temperature,25,C,distance,1276.32,m,grade,1.67,%,altitude,63.200000000000045,m,position_lat,29.541129916906357,degrees,position_long,119.38453995622694,degrees
Data,1,record,timestamp,1682905678000,ms,speed,4.566,m/s,cadence,64,rpm,temperature,25,C,distance,1279.95,m,grade,1.91,%,altitude,63.200000000000045,m,position_lat,29.541149949654937,degrees,position_long,119.3845699634403,degrees
Data,1,record,timestamp,1682905679000,ms,speed,4.55,m/s,cadence,64,rpm,temperature,25,C,distance,1284.46,m,grade,1.72,%,altitude,63.200000000000045,m,position_lat,29.54117995686829,degrees,position_long,119.38459997065365,degrees
Data,1,record,timestamp,1682905680000,ms,speed,4.49,m/s,cadence,63,rpm,temperature,25,C,distance,1288.22,m,grade,1.99,%,altitude,63.39999999999998,m,position_lat,29.54119998961687,degrees,position_long,119.38462997786701,degrees
Data,1,record,timestamp,1682905681000,ms,speed,4.453,m/s,cadence,62,rpm,temperature,25,C,distance,1293.1,m,grade,2.23,%,altitude,63.60000000000002,m,position_lat,29.541229996830225,degrees,position_long,119.38466995954514,degrees
Data,1,record,timestamp,1682905682000,ms,speed,4.473,m/s,cadence,61,rpm,temperature,25,C,distance,1297.61,m,grade,2.28,%,altitude,63.60000000000002,m,position_lat,29.541259920224547,degrees,position_long,119.38469996675849,degrees
Data,1,record,timestamp,1682905683000,ms,speed,4.5,m/s,cadence,62,rpm,temperature,25,C,distance,1303.19,m,grade,2.48,%,altitude,63.799999999999955,m,position_lat,29.5412899274379,degrees,position_long,119.38473994843662,degrees
Data,1,record,timestamp,1682905684000,ms,speed,4.576,m/s,cadence,62,rpm,temperature,25,C,distance,1308.21,m,grade,2.48,%,altitude,63.799999999999955,m,position_lat,29.541319934651256,degrees,position_long,119.38477993011475,degrees
Data,1,record,timestamp,1682905685000,ms,speed,4.57,m/s,cadence,63,rpm,temperature,25,C,distance,1313.09,m,grade,2.24,%,altitude,63.799999999999955,m,position_lat,29.54134994186461,degrees,position_long,119.3848199956119,degrees
Data,1,record,timestamp,1682905686000,ms,speed,4.52,m/s,cadence,64,rpm,temperature,25,C,distance,1318.11,m,grade,1.76,%,altitude,63.799999999999955,m,position_lat,29.541379949077964,degrees,position_long,119.38485997729003,degrees
Data,1,record,timestamp,1682905687000,ms,speed,4.443,m/s,cadence,64,rpm,temperature,25,C,distance,1323.12,m,grade,1.7,%,altitude,64.0,m,position_lat,29.541399981826544,degrees,position_long,119.38489995896816,degrees
Data,1,record,timestamp,1682905688000,ms,speed,4.273,m/s,cadence,70,rpm,temperature,25,C,distance,1328.0,m,grade,1.92,%,altitude,64.0,m,position_lat,29.541429989039898,degrees,position_long,119.38493994064629,degrees
Data,1,record,timestamp,1682905689000,ms,speed,4.136,m/s,cadence,74,rpm,temperature,25,C,distance,1331.76,m,grade,1.92,%,altitude,64.20000000000005,m,position_lat,29.541449937969446,degrees,position_long,119.38496994785964,degrees
Data,1,record,timestamp,1682905690000,ms,speed,4.05,m/s,cadence,77,rpm,temperature,25,C,distance,1335.4,m,grade,1.74,%,altitude,64.20000000000005,m,position_lat,29.541469970718026,degrees,position_long,119.384999955073,degrees
Data,1,record,timestamp,1682905691000,ms,speed,4.043,m/s,cadence,77,rpm,temperature,25,C,distance,1340.42,m,grade,1.72,%,altitude,64.39999999999998,m,position_lat,29.54149997793138,degrees,position_long,119.38503993675113,degrees
Data,1,record,timestamp,1682905692000,ms,speed,4.136,m/s,cadence,64,rpm,temperature,25,C,distance,1344.68,m,grade,1.53,%,altitude,64.39999999999998,m,position_lat,29.54151992686093,degrees,position_long,119.38507991842926,degrees
Data,1,record,timestamp,1682905693000,ms,speed,4.153,m/s,cadence,64,rpm,temperature,25,C,distance,1349.05,m,grade,1.31,%,altitude,64.39999999999998,m,position_lat,29.54153995960951,degrees,position_long,119.38511998392642,degrees
Data,1,record,timestamp,1682905694000,ms,speed,4.193,m/s,cadence,57,rpm,temperature,25,C,distance,1352.69,m,grade,1.61,%,altitude,64.39999999999998,m,position_lat,29.54155999235809,degrees,position_long,119.38514999113977,degrees
Data,1,record,timestamp,1682905695000,ms,speed,4.116,m/s,cadence,57,rpm,temperature,25,C,distance,1357.19,m,grade,1.88,%,altitude,64.60000000000002,m,position_lat,29.541589999571443,degrees,position_long,119.38517999835312,degrees
Data,1,record,timestamp,1682905696000,ms,speed,3.99,m/s,cadence,57,rpm,temperature,25,C,distance,1362.21,m,grade,2.14,%,altitude,64.79999999999995,m,position_lat,29.54160994850099,degrees,position_long,119.38521998003125,degrees
Data,1,record,timestamp,1682905697000,ms,speed,4.0,m/s,cadence,58,rpm,temperature,25,C,distance,1367.08,m,grade,2.14,%,altitude,64.79999999999995,m,position_lat,29.541639955714345,degrees,position_long,119.38525996170938,degrees
Data,1,record,timestamp,1682905698000,ms,speed,4.09,m/s,cadence,59,rpm,temperature,25,C,distance,1371.59,m,grade,2.35,%,altitude,65.0,m,position_lat,29.5416699629277,degrees,position_long,119.38528996892273,degrees
Data,1,record,timestamp,1682905699000,ms,speed,4.313,m/s,cadence,60,rpm,temperature,25,C,distance,1377.17,m,grade,2.24,%,altitude,65.20000000000005,m,position_lat,29.541699970141053,degrees,position_long,119.38533992506564,degrees
Data,1,record,timestamp,1682905700000,ms,speed,4.45,m/s,cadence,60,rpm,temperature,25,C,distance,1381.67,m,grade,2.51,%,altitude,65.39999999999998,m,position_lat,29.541729977354407,degrees,position_long,119.38536993227899,degrees
Data,1,record,timestamp,1682905701000,ms,speed,4.543,m/s,cadence,62,rpm,temperature,25,C,distance,1386.02,m,grade,2.75,%,altitude,65.39999999999998,m,position_lat,29.54175998456776,degrees,position_long,119.38539993949234,degrees
Data,1,record,timestamp,1682905702000,ms,speed,4.65,m/s,cadence,63,rpm,temperature,25,C,distance,1390.39,m,grade,2.75,%,altitude,65.39999999999998,m,position_lat,29.54177993349731,degrees,position_long,119.38543992117047,degrees
Data,1,record,timestamp,1682905703000,ms,speed,4.806,m/s,cadence,64,rpm,temperature,25,C,distance,1396.68,m,grade,2.58,%,altitude,65.60000000000002,m,position_lat,29.54181999899447,degrees,position_long,119.38547998666763,degrees
Data,1,record,timestamp,1682905704000,ms,speed,4.923,m/s,cadence,65,rpm,temperature,25,C,distance,1401.02,m,grade,2.36,%,altitude,65.60000000000002,m,position_lat,29.541849922388792,degrees,position_long,119.38550999388099,degrees
Data,1,record,timestamp,1682905705000,ms,speed,4.963,m/s,cadence,66,rpm,temperature,25,C,distance,1404.24,m,grade,2.23,%,altitude,65.60000000000002,m,position_lat,29.541869955137372,degrees,position_long,119.38553991727531,degrees
Data,1,record,timestamp,1682905706000,ms,speed,4.986,m/s,cadence,67,rpm,temperature,24,C,distance,1408.75,m,grade,2.01,%,altitude,65.60000000000002,m,position_lat,29.541899962350726,degrees,position_long,119.38556992448866,degrees
Data,1,record,timestamp,1682905707000,ms,speed,4.996,m/s,cadence,68,rpm,temperature,24,C,distance,1414.2,m,grade,1.73,%,altitude,65.79999999999995,m,position_lat,29.54192996956408,degrees,position_long,119.38560998998582,degrees
Data,1,record,timestamp,1682905708000,ms,speed,5.006,m/s,cadence,68,rpm,temperature,24,C,distance,1419.22,m,grade,1.99,%,altitude,66.0,m,position_lat,29.541959976777434,degrees,position_long,119.38564997166395,degrees
Data,1,record,timestamp,1682905709000,ms,speed,4.94,m/s,cadence,68,rpm,temperature,24,C,distance,1424.81,m,grade,1.71,%,altitude,66.0,m,position_lat,29.54198998399079,degrees,position_long,119.38569992780685,degrees
Data,1,record,timestamp,1682905710000,ms,speed,4.833,m/s,cadence,0,rpm,temperature,24,C,distance,1429.31,m,grade,1.7,%,altitude,66.20000000000005,m,position_lat,29.542019991204143,degrees,position_long,119.38572993502021,degrees
Data,1,record,timestamp,1682905711000,ms,speed,4.65,m/s,cadence,0,rpm,temperature,24,C,distance,1434.23,m,grade,1.91,%,altitude,66.20000000000005,m,position_lat,29.54203994013369,degrees,position_long,119.38576991669834,degrees
Data,1,record,timestamp,1682905712000,ms,speed,4.34,m/s,cadence,0,rpm,temperature,24,C,distance,1437.99,m,grade,2.02,%,altitude,66.39999999999998,m,position_lat,29.54205997288227,degrees,position_long,119.38579992391169,degrees
Data,1,record,timestamp,1682905713000,ms,speed,4.02,m/s,cadence,0,rpm,temperature,24,C,distance,1440.95,m,grade,1.84,%,altitude,66.20000000000005,m,position_lat,29.54205997288227,degrees,position_long,119.38582993112504,degrees
Data,1,record,timestamp,1682905714000,ms,speed,3.506,m/s,cadence,0,rpm,temperature,24,C,distance,1443.51,m,grade,1.62,%,altitude,66.20000000000005,m,position_lat,29.542049998417497,degrees,position_long,119.3858599383384,degrees
Data,1,record,timestamp,1682905715000,ms,speed,3.236,m/s,cadence,0,rpm,temperature,24,C,distance,1447.14,m,grade,1.14,%,altitude,66.0,m,position_lat,29.542029965668917,degrees,position_long,119.38588994555175,degrees
Data,1,record,timestamp,1682905716000,ms,speed,3.12,m/s,cadence,45,rpm,temperature,24,C,distance,1451.58,m,grade,0.36,%,altitude,65.79999999999995,m,position_lat,29.542029965668917,degrees,position_long,119.38592992722988,degrees
Data,1,record,timestamp,1682905717000,ms,speed,3.47,m/s,cadence,45,rpm,temperature,24,C,distance,1455.84,m,grade,-0.44,%,altitude,65.79999999999995,m,position_lat,29.542049998417497,degrees,position_long,119.38596999272704,degrees
Data,1,record,timestamp,1682905718000,ms,speed,3.773,m/s,cadence,45,rpm,temperature,24,C,distance,1460.21,m,grade,-0.45,%,altitude,65.79999999999995,m,position_lat,29.542069947347045,degrees,position_long,119.38600997440517,degrees
Data,1,record,timestamp,1682905719000,ms,speed,4.046,m/s,cadence,45,rpm,temperature,24,C,distance,1465.23,m,grade,-0.72,%,altitude,65.79999999999995,m,position_lat,29.5420999545604,degrees,position_long,119.3860499560833,degrees
Data,1,record,timestamp,1682905720000,ms,speed,4.156,m/s,cadence,51,rpm,temperature,24,C,distance,1470.14,m,grade,-1.0,%,altitude,65.79999999999995,m,position_lat,29.54211998730898,degrees,position_long,119.38608993776143,degrees
Data,1,record,timestamp,1682905721000,ms,speed,4.283,m/s,cadence,57,rpm,temperature,24,C,distance,1475.49,m,grade,-0.96,%,altitude,66.0,m,position_lat,29.542159968987107,degrees,position_long,119.38611994497478,degrees
Data,1,record,timestamp,1682905722000,ms,speed,4.43,m/s,cadence,61,rpm,temperature,24,C,distance,1479.76,m,grade,-0.41,%,altitude,66.0,m,position_lat,29.542179917916656,degrees,position_long,119.38615992665291,degrees
Data,1,record,timestamp,1682905723000,ms,speed,4.583,m/s,cadence,63,rpm,temperature,24,C,distance,1485.55,m,grade,-0.38,%,altitude,66.0,m,position_lat,29.542219983413815,degrees,position_long,119.38619999215007,degrees
Data,1,record,timestamp,1682905724000,ms,speed,4.68,m/s,cadence,65,rpm,temperature,24,C,distance,1489.92,m,grade,0.32,%,altitude,66.20000000000005,m,position_lat,29.542239932343364,degrees,position_long,119.3862399738282,degrees
Data,1,record,timestamp,1682905725000,ms,speed,4.85,m/s,cadence,66,rpm,temperature,24,C,distance,1494.94,m,grade,1.01,%,altitude,66.20000000000005,m,position_lat,29.542269939556718,degrees,position_long,119.38627995550632,degrees
Data,1,record,timestamp,1682905726000,ms,speed,5.003,m/s,cadence,67,rpm,temperature,24,C,distance,1499.85,m,grade,1.44,%,altitude,66.39999999999998,m,position_lat,29.542289972305298,degrees,position_long,119.38631993718445,degrees
Data,1,record,timestamp,1682905727000,ms,speed,5.056,m/s,cadence,69,rpm,temperature,24,C,distance,1504.86,m,grade,1.42,%,altitude,66.39999999999998,m,position_lat,29.542309921234846,degrees,position_long,119.38636997714639,degrees
Data,1,record,timestamp,1682905728000,ms,speed,4.993,m/s,cadence,69,rpm,temperature,24,C,distance,1510.32,m,grade,1.63,%,altitude,66.60000000000002,m,position_lat,29.5423399284482,degrees,position_long,119.38640995882452,degrees
Data,1,record,timestamp,1682905729000,ms,speed,4.93,m/s,cadence,68,rpm,temperature,24,C,distance,1514.38,m,grade,1.89,%,altitude,66.60000000000002,m,position_lat,29.542369935661554,degrees,position_long,119.38643996603787,degrees
Data,1,record,timestamp,1682905730000,ms,speed,4.883,m/s,cadence,67,rpm,temperature,24,C,distance,1520.56,m,grade,1.85,%,altitude,66.79999999999995,m,position_lat,29.54239994287491,degrees,position_long,119.38648992218077,degrees
Data,1,record,timestamp,1682905731000,ms,speed,4.82,m/s,cadence,67,rpm,temperature,24,C,distance,1524.2,m,grade,1.66,%,altitude,66.79999999999995,m,position_lat,29.54241997562349,degrees,position_long,119.38651992939413,degrees
Data,1,record,timestamp,1682905732000,ms,speed,4.786,m/s,cadence,65,rpm,temperature,24,C,distance,1529.22,m,grade,2.14,%,altitude,67.0,m,position_lat,29.542449982836843,degrees,position_long,119.38655999489129,degrees
Data,1,record,timestamp,1682905733000,ms,speed,4.773,m/s,cadence,66,rpm,temperature,24,C,distance,1534.24,m,grade,2.11,%,altitude,67.0,m,position_lat,29.542479990050197,degrees,position_long,119.38659997656941,degrees
Data,1,record,timestamp,1682905734000,ms,speed,4.76,m/s,cadence,65,rpm,temperature,24,C,distance,1537.88,m,grade,2.41,%,altitude,67.20000000000005,m,position_lat,29.542499938979745,degrees,position_long,119.38662998378277,degrees
Data,1,record,timestamp,1682905735000,ms,speed,4.69,m/s,cadence,64,rpm,temperature,24,C,distance,1543.47,m,grade,2.37,%,altitude,67.39999999999998,m,position_lat,29.5425299461931,degrees,position_long,119.3866699654609,degrees
Data,1,record,timestamp,1682905736000,ms,speed,4.62,m/s,cadence,64,rpm,temperature,24,C,distance,1547.11,m,grade,2.22,%,altitude,67.39999999999998,m,position_lat,29.54254997894168,degrees,position_long,119.38669997267425,degrees
Data,1,record,timestamp,1682905737000,ms,speed,4.55,m/s,cadence,63,rpm,temperature,24,C,distance,1552.12,m,grade,2.0,%,altitude,67.39999999999998,m,position_lat,29.542579986155033,degrees,position_long,119.38673995435238,degrees
Data,1,record,timestamp,1682905738000,ms,speed,4.58,m/s,cadence,63,rpm,temperature,24,C,distance,1557.71,m,grade,1.93,%,altitude,67.39999999999998,m,position_lat,29.542609993368387,degrees,position_long,119.38678999431431,degrees
Data,1,record,timestamp,1682905739000,ms,speed,4.66,m/s,cadence,63,rpm,temperature,24,C,distance,1563.29,m,grade,1.72,%,altitude,67.39999999999998,m,position_lat,29.54263991676271,degrees,position_long,119.38682997599244,degrees
Data,1,record,timestamp,1682905740000,ms,speed,4.783,m/s,cadence,64,rpm,temperature,24,C,distance,1566.93,m,grade,1.96,%,altitude,67.60000000000002,m,position_lat,29.54265994951129,degrees,position_long,119.3868599832058,degrees
Data,1,record,timestamp,1682905741000,ms,speed,4.783,m/s,cadence,64,rpm,temperature,24,C,distance,1572.52,m,grade,1.7,%,altitude,67.60000000000002,m,position_lat,29.542689956724644,degrees,position_long,119.3869099393487,degrees
Data,1,record,timestamp,1682905742000,ms,speed,4.736,m/s,cadence,64,rpm,temperature,24,C,distance,1576.16,m,grade,1.99,%,altitude,67.79999999999995,m,position_lat,29.542709989473224,degrees,position_long,119.38693994656205,degrees
Data,1,record,timestamp,1682905743000,ms,speed,4.623,m/s,cadence,63,rpm,temperature,24,C,distance,1582.35,m,grade,1.43,%,altitude,67.79999999999995,m,position_lat,29.542739996686578,degrees,position_long,119.38698998652399,degrees
Data,1,record,timestamp,1682905744000,ms,speed,4.61,m/s,cadence,63,rpm,temperature,24,C,distance,1585.57,m,grade,1.51,%,altitude,68.0,m,position_lat,29.542759945616126,degrees,position_long,119.38701999373734,degrees
Data,1,record,timestamp,1682905745000,ms,speed,4.65,m/s,cadence,64,rpm,temperature,24,C,distance,1591.64,m,grade,1.43,%,altitude,68.0,m,position_lat,29.54278995282948,degrees,position_long,119.38706994988024,degrees
Data,1,record,timestamp,1682905746000,ms,speed,4.763,m/s,cadence,64,rpm,temperature,24,C,distance,1597.32,m,grade,1.63,%,altitude,68.0,m,position_lat,29.54280998557806,degrees,position_long,119.38711998984218,degrees
Data,1,record,timestamp,1682905747000,ms,speed,4.806,m/s,cadence,65,rpm,temperature,24,C,distance,1601.66,m,grade,1.45,%,altitude,68.0,m,position_lat,29.542839992791414,degrees,position_long,119.38714999705553,degrees
Data,1,record,timestamp,1682905748000,ms,speed,4.873,m/s,cadence,65,rpm,temperature,24,C,distance,1606.68,m,grade,1.7,%,altitude,68.20000000000005,m,position_lat,29.542869916185737,degrees,position_long,119.38718997873366,degrees
Data,1,record,timestamp,1682905749000,ms,speed,4.863,m/s,cadence,64,rpm,temperature,24,C,distance,1610.45,m,grade,1.69,%,altitude,68.20000000000005,m,position_lat,29.542889948934317,degrees,position_long,119.38721998594701,degrees
Data,1,record,timestamp,1682905750000,ms,speed,4.826,m/s,cadence,65,rpm,temperature,24,C,distance,1615.91,m,grade,1.7,%,altitude,68.39999999999998,m,position_lat,29.54291995614767,degrees,position_long,119.38726994208992,degrees
Data,1,record,timestamp,1682905751000,ms,speed,4.876,m/s,cadence,66,rpm,temperature,24,C,distance,1620.28,m,grade,1.44,%,altitude,68.39999999999998,m,position_lat,29.54293998889625,degrees,position_long,119.38730992376804,degrees
Data,1,record,timestamp,1682905752000,ms,speed,4.98,m/s,cadence,67,rpm,temperature,24,C,distance,1626.46,m,grade,1.89,%,altitude,68.60000000000002,m,position_lat,29.542969996109605,degrees,position_long,119.38735996372998,degrees
Data,1,record,timestamp,1682905753000,ms,speed,5.083,m/s,cadence,67,rpm,temperature,24,C,distance,1632.06,m,grade,1.58,%,altitude,68.60000000000002,m,position_lat,29.542989945039153,degrees,position_long,119.38740991987288,degrees
Data,1,record,timestamp,1682905754000,ms,speed,5.056,m/s,cadence,68,rpm,temperature,24,C,distance,1637.07,m,grade,1.62,%,altitude,68.60000000000002,m,position_lat,29.543019952252507,degrees,position_long,119.38744998537004,degrees
Data,1,record,timestamp,1682905755000,ms,speed,5.043,m/s,cadence,68,rpm,temperature,24,C,distance,1642.66,m,grade,1.62,%,altitude,68.79999999999995,m,position_lat,29.54304995946586,degrees,position_long,119.38749994151294,degrees
Data,1,record,timestamp,1682905756000,ms,speed,5.113,m/s,cadence,69,rpm,temperature,24,C,distance,1648.12,m,grade,1.58,%,altitude,68.79999999999995,m,position_lat,29.543079966679215,degrees,position_long,119.38753992319107,degrees
Data,1,record,timestamp,1682905757000,ms,speed,5.166,m/s,cadence,69,rpm,temperature,24,C,distance,1651.88,m,grade,1.41,%,altitude,68.79999999999995,m,position_lat,29.543099999427795,degrees,position_long,119.38756993040442,degrees
Data,1,record,timestamp,1682905758000,ms,speed,5.256,m/s,cadence,70,rpm,temperature,24,C,distance,1658.07,m,grade,1.12,%,altitude,68.79999999999995,m,position_lat,29.543129922822118,degrees,position_long,119.38762994483113,degrees
